countryId,economic_capDependency,economic_commercialValueIndex,economic_commonProsperityIndex,economic_costOfLiving,economic_eastWestConvergence,economic_exportDependency,economic_fdiPipelineStrength,economic_foodSecurity,economic_gdpGrowth,economic_gniStarGap,economic_industrialPolicyExecution,economic_inflationRate,economic_laborParticipation,economic_manufacturingCompetitiveness,economic_matchingFriction,economic_medianIncome,economic_mittelstandHealth,economic_mncDependency,economic_povertyRate,economic_productivityGrowth,economic_propertyValueIndex,economic_rdIntensity,economic_ruralRevitalization,economic_smallBusinessFormation,economic_tradeBalance,economic_unemploymentRate,education_academicPressure,education_apprenticeshipRate,education_collegeEnrollment,education_educationSpending,education_gcseAttainment,education_highSchoolGradRate,education_literacyRate,education_testPerformance,education_universityEnrollment,education_workforceSkill,environment_agriEmissionsShare,environment_airQuality,environment_carbonEmissions,environment_climateResilience,environment_energyTransitionProgress,environment_floodRisk,environment_naturalDisasterPreparedness,environment_nuclearSafety,environment_protectedLand,environment_recyclingRate,environment_renewableEnergy,governance_beltAndRoadEngagement,governance_budgetBalance,governance_bundeswehrReadiness,governance_coDeterminationQuality,governance_corruptionIndex,governance_debtToGdp,governance_devolutionSatisfaction,governance_directProvisionLoad,governance_euCohesionScore,governance_futureIrelandFundBalance,governance_governmentApproval,governance_governmentTransparency,governance_independenceDesire,governance_publicTrust,governance_rentenStabilitaet,governance_roboticsAdoption,governance_schuldenbremseHeadroom,governance_socialCreditCoverage,governance_unityReferendumSupport,governance_voterTurnout,healthcare_affordabilityIndex,healthcare_elderCareQuality,healthcare_hseWaitingListMonths,healthcare_lifeExpectancy,healthcare_mentalHealthAccess,healthcare_nhsWaitingTime,healthcare_physicianRate,healthcare_preventableMortality,healthcare_publicHealthPreparedness,healthcare_slaintecareProgress,healthcare_socialCareQuality,healthcare_uninsuredRate,infrastructure_broadbandAccess,infrastructure_infrastructureInvestmentGap,infrastructure_powerGridReliability,infrastructure_publicTransit,infrastructure_roadCondition,infrastructure_transportEfficiency,infrastructure_waterQuality,mediaInformation_bbcTrust,mediaInformation_disinformationRisk,mediaInformation_mediaPolarization,mediaInformation_newsTrust,mediaInformation_pressFreedom,mediaInformation_socialMediaSentiment,population_birthRate,population_demographicDecline,population_medianAge,population_migrationRate,population_populationGrowth,population_urbanizationRate,publicSafety_antiSocialBehaviourRate,publicSafety_crimeRate,publicSafety_incarcerationRate,publicSafety_knifeCrimeRate,publicSafety_policePerCapita,publicSafety_publicSafetyConfidence,publicSafety_recidivismRate,publicSafety_value,publicSafety_violentCrimeRate,social_childPoverty,social_civicParticipation,social_foodInsecurity,social_foreignWorkerIntegration,social_genderEquality,social_homelessnessRate,social_housingAffordability,social_housingCompletionsRate,social_housingSupplyGrowth,social_incomeInequality,social_irishLanguageStrength,social_kitaCoverage,social_rentalPressureIndex,social_roughSleeping,social_socialCohesion,social_socialMobility,social_vacantPropertyRate,social_wohnungsBauRate,social_workLifeBalance,stateId
US,,66.03876151547585,,32.47632040378014,,42.62357097993947,,55,3.336,,1.3512529707302199,,53.31362541866413,59.32729009616004,12.451057370258335,8336.598825705556,,,18.825684549154502,4.903954669211085,58.587704145217465,5.3372749162671695,45.14783867252501,42.24957046116142,11.329522613172001,9.48,52.98042294810337,7.129929086756877,54.780187395112826,64.32326304631322,53.86070845061856,76.42333542694907,84.5116284546427,68.78285516552401,60.73237308137956,60.059051113044575,,41.37383197604237,45.694127504207806,46.7546979688154,47.15293655778451,24.907212625776154,57.18617828717708,48.60767378543165,39.7074270349207,50.03140180069816,53.04361851804044,,37.32244329926946,,50.28813599236677,52.84762459003139,34.05281878128924,57.790172215219904,,,,,47.65693692291752,,52.443664780411595,,48.89580977779839,,,,54.882145100302495,53.20168289336738,57.89907826953581,,72.90594843222173,51.197199082009625,35.13743195159421,41.12783971980461,68.78285516552401,56.289668640340885,,43.823413944612504,19.152065569706537,0.3669610018563548,40.27670383188277,66.9988968241477,55.13859275093284,58.51938075773791,56.98042294810337,57.45841708503598,54.51162845464274,20,29.80015703532702,68.98226287679778,71.893969849104,0,47.80199696402141,56.31422895739358,35.35685196816385,36.88686804808297,1.9902114740516677,58.81934149890609,15.556396451788496,67.16166562767192,42.91587623209429,8.268503271616492,38.79056480353745,50.889590556455865,47.14518425468932,,68.00001786622985,32.89728462539842,55.43700010444487,40.653962614957024,44.554855004142425,62.860977557969306,35.98807646718009,15.411903266465007,,6.266719011775665,46.55400707376691,,,,8.205544388661865,61.05281878128924,54.57811191342786,,,60.98410280549215,CT
US,,63.05833856737249,,30.4763204037802,,37.83339876471957,,52.01957705189663,3.4,,1.3512529707302199,,53.31362541866413,61.397846000651576,12.451057370258335,8467.614476874282,,,19.10606823842611,5.031401800698169,71.25450167465662,5.184338358482667,42.60328491410751,39.039742676381316,10.768755234628847,8.72,53.725528685129134,7.002481955269792,50.066483458785136,61.350201633505925,48.51104332817037,75.19984296467298,83.56851968163836,65.80979375271671,56.01866914505191,54.93751635595821,,42.016980007878516,42.99408824537602,58.80974926711655,45.446984924552,24.98062217351273,53.59400910793572,61.27447131487086,36.98189834979153,47.15293655778451,48.10050974503602,,35.3870868293602,,47.97043812799624,48.69468803224689,29.28222361796599,54.07055590449152,,,,,59.686498794921256,,48.72404846968317,,62.88805747470323,,,,66.96268582490104,46.90763452659993,53.92456769583324,,72.8294801533295,48.21677613390633,43.33359505887838,41.72000889904593,65.80979375271671,55.19953568395268,,44.56851968163834,19.25402327489621,0.3669610018563548,35.63946817444733,64.01847387604435,52.41108420327501,55.156616415173325,54.25489426297418,53.738800774307556,49.05873115568999,20,32.59808155364209,63.529365577845006,70.28997592106116,0,48.62357097993947,53.16557579572725,38.92944409550848,34.18682878925125,2.1941268844310002,57.850743299604325,15.548144250024704,63.445338861662904,52.57832582371779,8.179035385312552,35.75916300283929,46.71116457237395,48.34909966506865,,85.83838634307327,40.670783238319075,52.278151172259655,41.297110646793215,58.06280360139635,59.8295757572711,48.47644801253733,15.56483982424951,,6.292208438073087,43.580945660959706,,,,8.169859191845486,56.31362541866413,50.14479166637178,,,57.69780674181985,DE
US,,66.78386725250168,,32.00568598162513,,43.29220843807312,,52.01957705189663,3.559,,1.3512529707302199,,53.31362541866413,60.83707862210841,12.451057370258335,9925.60966108652,,,18.010022907637147,5.056891226995583,71.25450167465662,5.286296063672336,41.80036798573887,39.62599948122188,10.896202366115928,8.08,53.725528685129134,6.926013676377541,52.79385207260875,61.350201633505925,50.11815165622245,76.39784600065157,84.25673419166857,69.52612051872582,58.746037758875495,59.63164324038923,,39.748421067408444,45.776508157500764,59.49796377714683,46.415583123853835,24.898036432309084,54.28222361796597,49.352779522457475,40.29959621416206,46.23531721107749,52.535669920786475,,35.25963969787311,,50.3664441999534,50.47894787306602,27.625410908633913,55.829326319013255,,,,,63.280507902856996,,54.20834756933408,,62.32729009616006,,,,67.54894262974173,55.24674937156152,54.63827163216088,,72.90594843222173,48.21677613390633,43.33359505887838,41.949413735722686,65.80979375271671,59.124907333754834,,44.56851968163834,19.152065569706537,0.3669610018563548,35.257126779986095,67.7440025611735,52.920872729223355,56.405598303746714,54.76468278892251,53.89173733209205,50.56260730723761,20,32.80199696402143,68.75877041452178,71.15661641517335,0,48.852975816616265,40.73919336262507,38.47063442215502,34.05938165776418,2.0666797529439185,59.63500314042352,15.467597662924861,68.64819633407555,43.65914158529604,8.145899131125919,35.83563128173154,51.88551811074956,45.80015703532698,,85.83838634307327,39.41033110791184,52.63500314042346,40.45595957897845,57.68046220693511,63.6060832949951,37.85471696129224,15.411903266465007,,6.19025073288342,43.580945660959706,,,,8.429851340079138,58.505716080242,53.20352282206179,,,58.20759526776816,MA
US,,66.03876151547585,,32.22142614080598,,41.017737123202224,,55,3.459,,1.3512529707302199,,53.31362541866413,62.9508610760996,12.451057370258335,8142.879185845189,,,18.57079028618033,4.9294440955085,58.587704145217465,5.107870079590418,45.138740690692416,42.24957046116142,11.151096629090091,9.05,56.70595163323249,7.0789502341620425,54.21942001656967,64.32326304631322,52.634667045712874,74.84299099650916,83.79792451831511,56.890609514295114,60.17160570283642,57.99440758295383,,46.73068394420618,32.72736923360032,48.28406354666042,50.33911484496158,24.723688756434772,58.71554386502207,48.60767378543165,40.62504638162771,50.18433835848264,53.9612378647474,,37.90870010411002,,53.0155046061903,54.42796902047119,30.671397351175195,55.80199696402141,,,,,46.025613639882835,,50.455489529213054,,48.79385207260874,,,,52.86848042280658,50.34686714805675,57.032437775423645,,72.90594843222173,51.197199082009625,35.13743195159421,44.72592127344672,68.78285516552401,58.79170486319401,,47.54894262974164,19.152065569706537,0.3669610018563548,40.0218095689086,66.9988968241477,55.901295677326715,57.55078255843607,57.74510573702582,57.356459379846356,53.28813599236677,20,32.98633532250406,55.837078622108415,73.39784600065157,0,51.74418577267865,55.837576685631866,34.86106609700781,36.91235747438042,2.0157009003490844,58.89580977779837,15.597944216653275,67.16166562767192,42.91587623209429,8.206563965713764,38.73958595094261,50.12490776753337,50.462882119059856,,68.00001786622985,32.60415622297812,54.13703936327668,44.7108538419526,44.63132328303463,62.22374190053389,35.809650483098174,15.411903266465007,,6.317697864370503,46.55400707376691,,,,8.169859191845486,57.280383689271595,52.53895780963455,,,60.678229689923114,MD
US,,66.47024183383748,,29.12354088132269,,44.278543760577186,,57.98042294810337,3.134,,1.3512529707302199,,53.31362541866413,51.22717231966479,12.451057370258335,6784.037869929913,,,19.335473075102875,4.801996964021417,59.01918446357916,5.082380653293004,53.507805040698145,44.79667316220861,11.227564907982332,10.54,44.039154103793344,7.10443966045946,56.588096733535,67.29632445912041,55.101478053923216,75.86256804840585,83.51754082904353,56.14734416109328,62.54028241980178,60.79640454697524,,43.81897697189995,33.18026653255309,48.7155438650221,46.462882119059856,25.02956187200378,59.147024183383735,51.58809673353499,46.23088023836494,52.068715975797076,37.92983606404922,,40.58324993664437,,53.31953779306489,56.59273032705718,31.920379239748573,41.24898188857344,,,,,48.70016347241718,,51.549694931307585,,52.7173837937165,,,,56.18026591277631,54.57627198473347,59.91090301833734,,72.85496957962691,54.17762203011295,38.117854899697484,32.08461317030491,56.14734416109328,57.79170486319402,,46.80383689271581,19.152065569706537,0.3669610018563548,44.04729899520599,69.9538303459536,50.95450704693347,59.40967074945306,37.15109662909009,59.470241833837505,55.274471314870866,20,32.88437761731442,69.74510573702582,65.93903632729803,0,50.412823230812215,44.460544126841974,39.13893390299219,39.91826984878119,1.9902114740516677,50,15.611294303676548,71.6212577468828,45.14567229169972,8.283542033131962,41.643540620153665,50.35247267551571,50.15109662909009,,72.45960998544076,36.463964378342325,57.55078255843607,32.57933426475916,47.68821451003026,63.496373286710316,39.04496769417569,20,,6.445144995857585,49.527068486574166,,,,8.220838044440315,47.26448649476373,53.81158919581099,,,63.148864112078165,ME
US,,62.313232830346664,,27.692060562961043,,53.21981260488719,,51.274471314870866,3.268,,1.3512529707302199,,60.76468278892251,54.27631124356527,12.451057370258335,8265.993114861722,,,18.77470569655968,5.031401800698169,70.5093959376308,5.158848932185249,56.63596118612054,38.269147513058066,11.151096629090091,9.4,49.25489426297418,7.053460807864625,49.70371911622057,56.890609514295114,60.48289948403729,74.86848042280657,83.59400910793579,65.06652839951498,55.65590480248734,54.370836603014325,,51.842626469502974,42.29996136094504,58.11562238268558,41.821574015918095,24.974504711201327,52.899882223504726,60.52936557784498,38.0720313061797,42.24898188857344,42.45736171319986,,33.82631945081705,,58.739193362625066,45.3710777934756,30.78813599236675,54.37051664565975,,,,,55.827610603904255,,49.0240092108514,,55.766522717616894,,,,66.39600607195717,62.16660123528043,49.657848684057555,,72.90594843222173,47.471670396880455,43.33359505887838,37.351332182080604,65.06652839951498,49.658345357306196,,55.74510573702582,19.152065569706537,0.3669610018563548,47.60622644505479,63.2733681390186,46.181679366598274,56.017344534884735,51.75101811142656,69.58402428782863,45.27631124356526,20,31.57259212734466,63.472474350849396,67.13703936327668,0,43.86141295618075,52.84104559260878,39.31178548996974,33.2632970681435,2.0921691792413344,51.50387615154762,15.475308214379833,62.7020735084611,51.83506047051599,8.173682605790098,35.01405726581345,60.81903465196437,42.756930485827354,,79.89226351745882,40.289716315172676,50.10563756257849,36.59707138796145,56.78241991212476,59.13544887284008,47.629384570321825,19.51570090034908,,6.19025073288342,42.83768030775788,,,,8.149467650807553,54.0646435300908,62.36644419995346,,,53.73696084561317,NH
US,,59.33280988224332,,36.69206056296098,,50.647220477542525,,48.29404836676751,3.478,,1.3512529707302199,,57.78425984081918,54.099725188177764,12.451057370258335,8176.270334294798,,,18.851173975451925,4.87846524291367,67.52897298952746,5.107870079590418,49.4918404523342,35.51812940163147,11.38050146576684,9.79,46.274471314870866,7.155418513054293,62.67638976122875,57.63387486749692,57.76756656942702,75.63316321172908,83.6194985342331,62.09346698670778,52.98135496995302,50.370836603014325,,49.49943917883504,39.19209128135461,55.415583123853835,56.017737123202224,24.940858668488747,50.19984296467302,57.54894262974165,34.27594671655901,42.89212992040956,45.52200524329058,,31.91645240720518,,57.772435092017666,45.86128926752725,30.22828857817077,49.42740787265532,,,,,55.75705469941276,,44.13876579466536,,55.58993666222943,,,,63.2626465660693,60.94494870169884,50.09708130551439,,72.72752244813988,44.491247448777145,43.33359505887838,34.268951528787596,62.09346698670778,63.47216707012912,,52.76468278892251,19.152065569706537,0.3669610018563548,44.88069775992558,60.2929451909152,49.50121715966319,53.036921586781375,51.34502721936232,66.17028109266921,44.925371649802166,20,29.917619346707003,59.39600607195719,66.01550460619036,0,41.274471314870866,49.21574015918082,38.725528685129134,30.181928956957705,1.9647220477542513,64.48206658263895,15.63235494215479,79.80107526419613,49.60526441091054,8.2348572289039,32.135592022899765,60.7484787474729,39.70003925883175,,75.43267139824793,40.37765483589879,62.21166771347454,34.45779950767285,53.41965556956017,55.4668114147065,45.5410915426281,15.411903266465007,,6.19025073288342,39.86461889495066,,,,8.32789363488947,51.56851968163834,57.70371911622056,,,53.97227805669069,NJ
US,,69.01918446357915,,34.98610892972843,,43.89620236611595,,57.98042294810337,4.371,,1.3512529707302199,,55.54894262974164,49.621338462927575,12.451057370258335,9897.316397896375,,,18.264917170611323,5.158848932185249,61.56812709332083,5.235317211077499,48.15120210429601,45.40841939334662,11.151096629090091,6.01,44.039154103793344,7.0789502341620425,56.63907558612985,67.29632445912041,55.333431833229675,75.25082181726785,83.67047738682798,59.86367092710237,62.59126127239659,59.700359216186314,,47.03471713108077,36.42149611803137,52.38602125185009,51.43332024705608,24.58910458558441,62.817501570211704,51.58809673353499,44.34466269235613,52.553015075448,39.38273336300198,,40.81265477332112,,58.90172215219916,55.16532245440186,29.447904888899185,46.525293132138664,,,,,52.95689766408577,,44.9043143824595,,51.11154993697926,,,,57.5312055065394,56.99776748298804,60.90499064393654,,72.90594843222173,54.17762203011295,38.117854899697484,32.1610814491972,56.14734416109328,64.70341183550025,,50.52936557784498,19.152065569706537,0.3669610018563548,39.35724455648135,58.08311740613514,61.660066091848506,62.41742305254827,47.85665567400507,60.23492462275997,54.15293655778451,20,32.349099665068685,56.701879187526146,68.92129920409587,0,54.85205585226903,42.86102573031581,37.64906040623691,39.84437854858119,1.8882537688620011,58.76836264631131,15.424361223567868,71.6212577468828,45.14567229169972,8.06841127518177,41.7964771779382,57.00521293914143,50.282616206283514,,72.45960998544076,35.2328250881771,57.49980370584127,31.151926392103814,47.30587311556901,53.91970871365926,39.35084080974469,15.411903266465007,,6.317697864370503,49.527068486574166,,,,8.282012667554122,44.18026591277631,57.94087625599245,,,65.08606051068185,NY
US,,58.587704145217465,,32.92737777403848,,46.278543760577186,,43.823413944612504,3.536,,1.3512529707302199,,57.039154103793344,52.7173837937165,12.451057370258335,6894.661980060695,,,18.9276422543442,4.801996964021417,63.05833856737249,5.133359505887835,50.50168171588551,30.690643011312556,11.55892744984876,10.26,45.52936557784498,7.053460807864625,57.670477386828004,68.78285516552401,55.7964194274955,75.78609976951358,83.56851968163836,61.350201633505925,47.97544259555223,49.75317799747559,,50.793487545602545,38.701879807302966,48.65090033493135,47.74917818273217,25.216144472500847,59.08238065329301,53.07830820758667,34.11709778437376,52.41190326646501,39.06319556993706,,41.8440565740193,,53.280383689271595,56.2986819602897,31.639995550477046,43.93719639860365,,,,,51.23544142466293,,42.3162176489245,,54.20759526776817,,,,59.09788525948332,56.11746231138,45.95780942522581,,72.90594843222173,55.667833504164626,39.60806637374917,33.57482464435661,57.63387486749692,63.10940272756452,,52.01957705189663,19.152065569706537,0.3669610018563548,45.97083071631375,59.522350027592054,43.32279117558128,62.07239583318591,45.16660123528043,60.60360133972526,57.78425984081918,20,30.666797529439187,60.33320247056081,63.670477386827976,0,55.93443650556206,45.27783474664186,39.209827784780096,41.330909254984824,1.9392326214568338,56.85665567400506,15.76502740603284,73.85105380648824,46.63220299810332,8.402577653940897,43.184730946800194,51.84268414956737,40.13893866251291,,74.68940604504616,37.48517040852152,59.55078255843607,34.298950575487616,48.86106133748709,54.16093829913751,40.68811572601183,17.986335322504083,,6.215740159180838,51.013599192977765,,,,8.251425355997219,48.42333542694897,56.3978460006516,,,63.92537164980219,PA
US,,68.70555904491495,,31.94695482593517,,45.87662531421927,,56.49021147405167,2.931,,1.3512529707302199,,54.05873115568999,47.79976444700948,12.451057370258335,6781.488927300167,,,18.876663401749344,4.776507537724002,57.52897298952748,5.209827784780084,46.27100240789386,31.51221702723064,11.202075481684922,11.56,42.54894262974164,7.129929086756877,54.56260730723763,65.80979375271671,53.064518385791935,75.12337468578076,83.33911484496154,58.37714022069868,60.51479299350436,61.706271590587065,,48.98557820718034,34.62541152841069,47.1743535383756,46.52752564915058,25.03567933431513,57.60583385673724,53.823413944612504,46.17214908267494,49.38050146576681,53.33582695611349,,38.64048653557955,,50.75877041452176,55.56132852635903,33.24582940721431,54.76875523462884,,,,,47.20995199836552,,53.14777648494965,,49.28997592106116,,,,55.913546901000664,55.307713044263394,58.36971269169079,,72.80399072703212,52.68741055606131,36.627643425645836,30.594401696253264,58.37714022069868,59.746638384999954,,49.039154103793344,19.152065569706537,0.3669610018563548,43.14334432599491,56.541927079488666,56.652313788753276,57.919459275401415,58.49612384845238,56.88398502899689,52.56076737854319,20,34.9,55.10971000828483,71.52345320344422,0,53.20890782043286,45.4621731051245,36.464722047754265,38.40256894843209,1.9902114740516677,59.63500314042352,15.767512625096849,74.59431915969002,46.63220299810332,8.461203334424955,40.306265703886524,48.938729480356294,54.50203622285317,,70.22981392583527,34.44612177993414,56.162528789574104,46.78732212084488,46.12153475708633,65.4767962348136,40.8724540844945,16.890289991715168,,6.496123848452417,48.04053778017054,,,,8.13927188028859,49.19393059027224,52.066483458785136,,,61.65865263802653,RI
